userId,selectedIndustry1,selectedIndustry2,selectedIndustry3,responseToQuestion1,responseToQuestion2,responseToQuestion3,responseToQuestion4,responseToQuestion5,responseToQuestion6,responseToQuestion7,responseToQuestion8,responseToQuestion9,responseToQuestion10,responseToQuestion11,responseToQuestion12,responseToQuestion13,responseToQuestion14,responseToQuestion15,responseToQuestion16,responseToQuestion17,responseToQuestion18,responseToQuestion19,responseToQuestion20,selectedIndustry4,selectedIndustry5
user_62328,Oil & Gas,Insurance,Healthcare and Pharmaceuticals,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,,
user_468753,Consumer Goods and Retail,Nonprofit and Philanthropy,,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,,
user_283315,Hospitality and Tourism,Entertainment and Media,Real Estate and Property,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,Education and Training,Renewable Energy
user_102932,Agriculture and Farming,,,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,,
user_299003,Healthcare and Pharmaceuticals,Consumer Goods and Retail,Waste Management and Environmental Services,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,Nonprofit and Philanthropy,
user_769979,Real Estate and Property,,,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,,
user_106079,Chemicals,,,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,,
user_693550,Waste Management and Environmental Services,Professional Services,Oil & Gas,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,,
user_369974,Renewable Energy,Telecommunications,Agriculture and Farming,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,Real Estate and Property,
user_356392,Wellness,Government and Public Administration,,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,,
user_618664,Banking and Finance,Government and Public Administration,Manufacturing and Industrial,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,Consumer Goods and Retail,
user_88671,Travel and Aviation,Hospitality and Tourism,Banking and Finance,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,Chemicals,
user_352984,Automotive,Gaming and Interactive Entertainment,Consumer Goods and Retail,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,Banking and Finance,
user_536943,Professional Services,Gaming and Interactive Entertainment,Animal Health,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,Advertising,Agriculture and Farming
user_428635,Aerospace,Information Technology and Services,Animal Health,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,Hospitality and Tourism,Renewable Energy
user_905787,Sports and Recreation,Nonprofit and Philanthropy,Transportation and Logistics,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,,
user_63979,Food and Beverage,,,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,,
user_517713,Government and Public Administration,Professional Services,Travel and Aviation,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,Banking and Finance,
user_672767,Renewable Energy,Sports and Recreation,,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,,
user_395147,Travel and Aviation,Manufacturing and Industrial,Government and Public Administration,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,,
user_132344,Professional Services,,,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,,
user_864620,Nonprofit and Philanthropy,Energy and Utilities,Manufacturing and Industrial,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,,
user_649527,Sports and Recreation,Banking and Finance,Insurance,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,Nonprofit and Philanthropy,
user_454312,Advertising,Manufacturing and Industrial,Catering,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,,
user_936271,Healthcare and Pharmaceuticals,Travel and Aviation,Wellness,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,Chemicals,
user_188502,Advertising,,,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,,
user_991852,Gaming and Interactive Entertainment,Waste Management and Environmental Services,Renewable Energy,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,,
user_908007,Food and Beverage,Consumer Goods and Retail,Wellness,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,,
user_730183,Banking and Finance,Agriculture and Farming,Healthcare and Pharmaceuticals,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,Gaming and Interactive Entertainment,Aerospace
user_908341,Healthcare and Pharmaceuticals,,,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,,
user_356708,Gaming and Interactive Entertainment,Banking and Finance,Hospitality and Tourism,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,Construction and Engineering,
user_679513,Professional Services,Wellness,Agriculture and Farming,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,,
user_622687,Waste Management and Environmental Services,Transportation and Logistics,Agriculture and Farming,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,Sports and Recreation,
user_760779,Advertising,Professional Services,Chemicals,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,,
user_124841,Professional Services,,,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,,
user_637527,Renewable Energy,Sports and Recreation,Automotive,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,,
user_186048,Information Technology and Services,Chemicals,Healthcare and Pharmaceuticals,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,Telecommunications,Hospitality and Tourism
user_350497,Mining and Extraction,Oil & Gas,Entertainment and Media,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,,
user_890743,Real Estate and Property,Automotive,Mining and Extraction,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,Renewable Energy,
user_188558,Agriculture and Farming,,,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,,
user_864501,Waste Management and Environmental Services,,,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,,
user_130630,Construction and Engineering,Real Estate and Property,Insurance,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,Sports and Recreation,Banking and Finance
user_190721,Manufacturing and Industrial,Construction and Engineering,Professional Services,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,,
user_131750,Animal Health,Aerospace,Agriculture and Farming,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,Automotive,Waste Management and Environmental Services
user_901734,Animal Health,Healthcare and Pharmaceuticals,Catering,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,Mining and Extraction,
user_724123,Catering,Energy and Utilities,Travel and Aviation,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,Information Technology and Services,
user_940464,Insurance,,,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,,
user_289620,Insurance,Government and Public Administration,,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,,
user_678438,Sports and Recreation,Real Estate and Property,Consumer Goods and Retail,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,,
user_473802,Real Estate and Property,Consumer Goods and Retail,,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,,
user_602070,Telecommunications,Aerospace,Travel and Aviation,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,Chemicals,Automotive
user_40165,Mining and Extraction,Waste Management and Environmental Services,,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,,
user_531396,Telecommunications,Banking and Finance,,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,,
user_888214,Automotive,Nonprofit and Philanthropy,Telecommunications,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,Sports and Recreation,Oil & Gas
user_38317,Chemicals,Mining and Extraction,Aerospace,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,,
user_883264,Nonprofit and Philanthropy,Agriculture and Farming,Aerospace,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,,
user_588071,Gaming and Interactive Entertainment,Professional Services,Telecommunications,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption1,Consumer Goods and Retail,
user_552744,Transportation and Logistics,Wellness,,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,,
user_715198,Wellness,,,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,,
user_840593,Catering,Telecommunications,Hospitality and Tourism,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,Travel and Aviation,
user_186591,Manufacturing and Industrial,Hospitality and Tourism,Real Estate and Property,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,Healthcare and Pharmaceuticals,Advertising
user_300557,Insurance,Real Estate and Property,Government and Public Administration,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,,
user_32599,Sports and Recreation,,,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,,
user_215367,Wellness,Advertising,Energy and Utilities,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,,
user_959885,Sports and Recreation,Education and Training,Professional Services,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,Healthcare and Pharmaceuticals,Gaming and Interactive Entertainment
user_292057,Chemicals,Telecommunications,,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,,
user_220300,Government and Public Administration,Insurance,Nonprofit and Philanthropy,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,Consumer Goods and Retail,Manufacturing and Industrial
user_415947,Insurance,Agriculture and Farming,,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,,
user_459658,Education and Training,Mining and Extraction,,ResponseOption3,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption1,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption2,,
user_953903,Transportation and Logistics,,,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption1,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption3,ResponseOption2,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption1,,
user_957824,Animal Health,Aerospace,Energy and Utilities,ResponseOption3,ResponseOption1,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,ResponseOption3,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption2,ResponseOption3,ResponseOption1,,
